"","X","Flow_from_user","Flow_to_user","flow"
"13479","URautelaForever645","mahisakshi_07","URautelaForever",1
"6207","DrShobha27","mahobiaankita07","DrShobha",1
"3117","ShefVaidya36","mahyu211","ShefVaidya",1
"19757","PiyushGoyalOffc80","maihindustani99","PiyushGoyalOffc",1
"2029","ModiBharosa196","mailsskumar","ModiBharosa",1
"703","gauravcsawant400","mainaamadmihoon","gauravcsawant",1
"216","rssurjewala214","mainavishal0018","rssurjewala",1
"3304","JLLIndia","maitrishah2104","JLLIndia",1
"10500","icivilized","MajorPoonia","icivilized",0
"2570","CMOMaharashtra8","makarand059","CMOMaharashtra",1
"2273","ModiBharosa440","makarand059","ModiBharosa",1
"3856","DrKumarVishwas185","makaryan786","DrKumarVishwas",1
"12895","URautelaForever61","makhmatnvjbsh","URautelaForever",1
"1888","ModiBharosa55","makrandpathak","ModiBharosa",1
"15260","HiddenGuruz","maksimbelkx","HiddenGuruz",0
"15532","rishabhkulkul1","maksimnikr4vy","rishabhkulkul",1
"14228","rahulroushan149","malana_stuff","rahulroushan",1
"14408","5Forty358","malapatiraja","5Forty3",1
"10554","DipendraDipzo5","malathik1129","DipendraDipzo",1
"3062","IndiaFactsOrg5","malathik1129","IndiaFactsOrg",1
"7357","s_cartoons3","malathik1129","s_cartoons",1
"10264","spati2012","malathik1129","spati2012",-1
"7185","TheDarjChron","malathik1129","TheDarjChron",1
"13895","URautelaForever1061","malav399","URautelaForever",1
"14715","su_nils3","malayali_m","su_nils",1
"3361","aartic0250","malaykumargiri","aartic02",1
"13705","URautelaForever871","malaymohanty1","URautelaForever",1
"12193","BajajAllianzLIC5","maldltohobbit","BajajAllianzLIC",1
"13426","URautelaForever592","maliksubash","URautelaForever",1
"10080","MoviezAdda9","malimatov99","MoviezAdda",1
"3334","aartic0223","malimpatel1","aartic02",1
"2964","YSRCParty17","mallika00853159","YSRCParty",1
"7130","YSRCPFriends","mallika00853159","YSRCPFriends",-1
"12199","BajajAllianzLIC11","malsieroach","BajajAllianzLIC",1
"15660","sffed2","malstronikus","sffed",1
"2237","ModiBharosa404","mamtan14","ModiBharosa",1
"1686","kanimozhi122","mamtatripathi03","kanimozhi",1
"13444","URautelaForever610","mamukibhanji","URautelaForever",1
"183","rssurjewala181","mamuni_ishita","rssurjewala",1
"766","gauravcsawant463","man_bhr","gauravcsawant",1
"3547","RoflGandhi_62","man_ntra","RoflGandhi_",1
"13156","URautelaForever322","manalib0103","URautelaForever",1
"5591","dna11","manankmr","dna",1
"7044","jatharvijay","manaseit","jatharvijay",0
"13657","URautelaForever823","manasie","URautelaForever",1
"44","rssurjewala42","manasmallik2025","rssurjewala",1
"13371","URautelaForever537","manav_hg","URautelaForever",1
"10528","Vidyut7","manavsaraf","Vidyut",1
"14397","5Forty347","mandarsawant184","5Forty3",1
"1672","kanimozhi108","mandarsawant184","kanimozhi",1
"3611","RoflGandhi_126","mandeep_kaushik","RoflGandhi_",1
"2388","ashu3page14","mandeep2025","ashu3page",1
"1378","Hemant_8050","mandeep2025","Hemant_80",1
"5843","anilkohli5442","mandirashastri","anilkohli54",1
"2478","ashu3page104","mandirchorbjp","ashu3page",1
"1042","Joydas92","mandirchorbjp","Joydas",1
"14520","5Forty3170","manesha76","5Forty3",1
"19043","hi_paresh15","mangal_charan","hi_paresh",1
"4467","BrainandMoney","mangalassery","BrainandMoney",1
"10521","Vidyut","mangalassery","Vidyut",1
"13620","URautelaForever786","mangat_1997","URautelaForever",1
"729","gauravcsawant426","mangmify","gauravcsawant",1
"6135","jairajp38","mangobwoy","jairajp",1
"1450","Gadgets3601","manickam_sm","Gadgets360",1
"10628","jenixrino1","manickamtagore","jenixrino",1
"16274","Nr_Shiralkar23","maniinsan777","Nr_Shiralkar",1
"6073","0807ankit2","manijgd","0807ankit",1
"14858","priyaakulkarni258","manijha121","priyaakulkarni2",1
"7738","gops3335","maniking_0179","gops333",1
"2506","ashu3page132","manikptk","ashu3page",1
"13810","URautelaForever976","manilenskart1","URautelaForever",1
"3857","DrKumarVishwas186","manindar100yaho","DrKumarVishwas",1
"723","gauravcsawant420","manindar1987","gauravcsawant",1
"10","rssurjewala8","maninde42125473","rssurjewala",1
"9570","TimesOFAssam","maninderonline","TimesOFAssam",0
"3690","DrKumarVishwas19","manindr95145811","DrKumarVishwas",1
"5736","JaiPoswal19952","manindr99110040","JaiPoswal1995",1
"3652","mrpatel1954","maniram50","mrpatel1954",0
"5483","1Patelzuber2","manish_manisja","1Patelzuber",1
"7735","gops3332","manish_manisja","gops333",1
"40","rssurjewala38","manish_manisja","rssurjewala",1
"4218","centerofright101","manish_rox_","centerofright",1
"16280","Nr_Shiralkar29","manish031","Nr_Shiralkar",1
"4144","centerofright27","manish23mishra","centerofright",1
"5884","amishra771","manish26s","amishra77",1
"12528","manish847211","manish847211","manish847211",0
"12529","manish8472111","manish847211","manish847211",0
"6323","ssssidddd","manishaBJP","ssssidddd",0
"5857","CREDAINational3","manishanataraj","CREDAINational",1
"14051","URautelaForever1217","manishbaddalwa1","URautelaForever",1
"9603","pragya_bhushan11","manishbajpaibjp","pragya_bhushan",1
"2493","ashu3page119","manishbhardwaj1","ashu3page",1
"4211","centerofright94","manishjagtap07","centerofright",1
"10175","HemantRitu7","manishjagtap07","HemantRitu7",-1
"6625","IamRitzV11","manishjagtap07","IamRitzV",1
"6369","madskak10","manishjagtap07","madskak",1
"13255","URautelaForever421","manishk05140094","URautelaForever",1
"18858","bjpsamvad11","manishk1392","bjpsamvad",1
"15302","mannkakhiladi","manishkbaid","mannkakhiladi",-1
"15049","thriller_addict","manishkbaid","thriller_addict",-1
"11864","TimesNow4","manishmangal2","TimesNow",1
"14236","rahulroushan157","manishnandal786","rahulroushan",1
"5012","iarunmani6","manishsahgal","iarunmani",1
"5969","tjain201622","manishsnp","tjain2016",1
"2545","sitaramlamba5","manishthakuriy1","sitaramlamba",1
"10792","AdityaNair2014","manishupreti9","AdityaNair20",1
"19692","PiyushGoyalOffc15","manishupreti9","PiyushGoyalOffc",1
"3970","DrKumarVishwas299","manishvaranasi","DrKumarVishwas",1
"3501","RoflGandhi_16","manishvaranasi","RoflGandhi_",1
"1006","Joydas56","manita_kapoor","Joydas",1
"11104","RevathiRajeevan1","manita_kapoor","RevathiRajeevan",1
"4612","steve_hanke13","manita_kapoor","steve_hanke",1
"2094","ModiBharosa261","manjaripathak","ModiBharosa",1
"19500","attomeybharti42","manjeet296","attomeybharti",1
"13149","URautelaForever315","manjitchauhan99","URautelaForever",1
"2498","ashu3page124","manju_datta","ashu3page",1
"10660","MouneshHD2","manjufeel","MouneshHD",1
"20562","ATEKAssetScan2","manjugautam1962","ATEKAssetScan",1
"127","rssurjewala125","manjujadhav_","rssurjewala",1
"15418","AskAnshul36","manjukorlagunde","AskAnshul",1
"19349","AnaMyID2","manjuna57089805","AnaMyID",1
"13872","URautelaForever1038","manmeet87","URautelaForever",1
"14833","priyaakulkarni233","manmohanpandia","priyaakulkarni2",1
"15389","AskAnshul7","mannadeb171","AskAnshul",1
"353","gauravcsawant50","mannadeb171","gauravcsawant",1
"14744","shalinigAAP","manngoman1","shalinigAAP",0
"1469","DrGPradhan1","manni_1986","DrGPradhan",1
"15051","manishkbaid1","mannkakhiladi","manishkbaid",1
"2489","ashu3page115","mannu209","ashu3page",1
"1685","kanimozhi121","mannu69kumar","kanimozhi",1
"15728","manoharparrikar1","manoharparika","manoharparrikar",1
"11584","das_prashant7771","manoharparrikar","das_prashant777",0
"18828","manoharparika","manoharparrikar","manoharparika",-1
"16845","aaanupriyaaa52","manoharsingha","aaanupriyaaa",1
"13517","URautelaForever683","manoj___kumar","URautelaForever",1
"356","gauravcsawant53","manoj_k90","gauravcsawant",1
"1598","kanimozhi34","manoj_k90","kanimozhi",1
"1867","ModiBharosa34","manoj_k90","ModiBharosa",1
"5374","UnSubtleDesi1","manoj_k90","UnSubtleDesi",1
"2203","ModiBharosa370","manoj_mafiosi","ModiBharosa",1
"5345","bsindia22","manoj_sorathiya","bsindia",1
"19326","Glibs_Media2","manoj000666","Glibs_Media",1
"14847","priyaakulkarni247","manoj310882","priyaakulkarni2",1
"2969","YSRCParty22","manojalluri123","YSRCParty",1
"13854","URautelaForever1020","manojdasglp","URautelaForever",1
"8172","aruproytweets1","manojgulnar","aruproytweets",1
"13800","URautelaForever966","manojmannu786","URautelaForever",1
"17797","demonetizationn","manojrammoorthy","demonetizationn",0
"5182","jackerhack11","manojtirkey","jackerhack",1
"5667","indianyogi1","manoramash","indianyogi",1
"13141","URautelaForever307","manoranjannir","URautelaForever",1
"3939","DrKumarVishwas268","manpreetskamboj","DrKumarVishwas",1
"14187","rahulroushan108","manshiswiftie","rahulroushan",1
"13814","URautelaForever980","mansishah4092","URautelaForever",1
"2396","ashu3page22","mansoor05026046","ashu3page",1
"2082","ModiBharosa249","mansrandhawa","ModiBharosa",1
"2188","ModiBharosa355","manthandoc","ModiBharosa",1
"8642","OnmanoramaLive","manthandoc","OnmanoramaLive",-1
"1897","ModiBharosa64","manu_sakunia","ModiBharosa",1
"15488","AskAnshul106","manujsharan","AskAnshul",1
"728","gauravcsawant425","manuputra","gauravcsawant",1
"6854","TweetZaade","manutimsina","TweetZaade",0
"5127","kavita_krishnan5","manutkl","kavita_krishnan",1
"2967","YSRCParty20","manvirdy","YSRCParty",1
"6045","nixxin6","manvrajawat","nixxin",1
"1632","kanimozhi68","manyapande","kanimozhi",1
"2248","ModiBharosa415","manyapande","ModiBharosa",1
"19755","PiyushGoyalOffc78","maratha19feb","PiyushGoyalOffc",1
"5806","anilkohli545","marathabaan","anilkohli54",1
"4149","centerofright32","marathabaan","centerofright",1
"5582","dna2","marathabaan","dna",1
"3025","myvotetoday4","marathabaan","myvotetoday",1
"19084","cerealsmiamiam","maratheshail","cerealsmiamiam",-1
"19011","joshmo01","maratheshail","joshmo01",-1
"4663","steve_hanke64","marc__me","steve_hanke",1
"5752","vimuktaatma","marcrward","vimuktaatma",1
"16566","morphonios","marcurtis","morphonios",1
"17092","Timcast133","marcuskoenig","Timcast",1
"161","rssurjewala159","mardanamohit","rssurjewala",1
"20439","arjunknair","marghospitality","arjunknair",0
"13295","URautelaForever461","maria_varun","URautelaForever",1
"4713","steve_hanke114","marieleocadie","steve_hanke",1
"13920","URautelaForever1086","mariner_abhi","URautelaForever",1
"16710","panromir","marioisnothere","panromir",0
"20233","actionscript3","MarkDice","actionscript3",-1
"19118","budmandavid1","MarkDice","budmandavid",-1
"20473","chargerse1974","MarkDice","chargerse1974",-1
"20614","dezerath17","MarkDice","dezerath17",-1
"20557","easypnetwork","MarkDice","easypnetwork",-1
"20503","eggretweet","MarkDice","eggretweet",-1
"20618","explosive_pengu","MarkDice","explosive_pengu",-1
"20579","hamel1776","MarkDice","hamel1776",-1
"20268","hastings450f4","MarkDice","hastings450f4",-1
"20492","honesty_radical","MarkDice","honesty_radical",-1
"20451","iamseerious","MarkDice","iamseerious",-1
"20521","ivonneivonnee69","MarkDice","ivonneivonnee69",-1
"20556","jessels46","MarkDice","jessels46",-1
"20498","john_zealand","MarkDice","john_zealand",-1
"20211","kamata209","MarkDice","kamata209",-1
"20246","kateandersonusa","MarkDice","kateandersonusa",-1
"20617","kev79follows","MarkDice","kev79follows",-1
"20154","motherlandhome","MarkDice","motherlandhome",-1
"20616","nexxoexxon","MarkDice","nexxoexxon",-1
"20619","platosays","MarkDice","platosays",-1
"20558","reidsmith43","MarkDice","reidsmith43",-1
"20553","rosemarysherbo1","MarkDice","rosemarysherbo1",-1
"20620","sicntired1","MarkDice","sicntired1",-1
"20284","sonicdeanboom","MarkDice","sonicdeanboom",-1
"20109","tammiejwilliams","MarkDice","tammiejwilliams",-1
"20438","terrygsurvival","MarkDice","terrygsurvival",-1
"20477","triquetra331","MarkDice","triquetra331",-1
"20230","weirdchronicler","MarkDice","weirdchronicler",-1
"20615","wheal3y","MarkDice","wheal3y",-1
"19428","YarmolukDan","marketingonblog","YarmolukDan",1
"17080","Timcast121","markitectnyc","Timcast",1
"4375","abhic_19833","markphani","abhic_1983",1
"346","gauravcsawant43","markphani","gauravcsawant",1
"7503","TheMehulPatel5","marltabonettx","TheMehulPatel",1
"18941","digvijaya_289","marshalprahlad","digvijaya_28",1
"15342","LionelMedia30","marthahotz","LionelMedia",1
"2501","ashu3page127","martikhabre","ashu3page",1
"15724","Lukewearechange16","martinelki","Lukewearechange",1
"15271","rapaport","MartinRapaport","rapaport",0
"14409","5Forty359","maruharish","5Forty3",1
"4641","steve_hanke42","marun006","steve_hanke",1
"14957","SecretaryMEITY6","marutiece","SecretaryMEITY",1
"16143","mahcongress15","marvin1270","mahcongress",1
"11930","OneGlobeForum","maryasaur","OneGlobeForum",1
"9547","kunthavi52","Mash_Tweetwani","kunthavi5",0
"15349","spitma9","Mash_Tweetwani","spitma9",-1
"15350","yearofrat","Mash_Tweetwani","yearofrat",-1
"11028","Mass_Comm_Media","mass_comm_media","Mass_Comm_Media",-1
"6317","timane5","mass_comm_media","timane",1
"11023","mass_comm_media1","Mass_Comm_Media","mass_comm_media",1
"15376","fidonomics6","massnavijay","fidonomics",1
"6947","MIB_India12","masthanvallito2","MIB_India",1
"3705","DrKumarVishwas34","masud754","DrKumarVishwas",1
"19639","AAPNewsAlert16","mateenaap","AAPNewsAlert",1
"14706","ms_rana26","mateenaap","ms_rana",1
"4638","steve_hanke39","mathewy","steve_hanke",1
"16676","thomavella6","mathias_j_p","thomavella",1
"16540","codemojoio","mathiassteck","codemojoio",1
"19630","AAPNewsAlert7","matram_vande","AAPNewsAlert",1
"4019","DrKumarVishwas348","matram_vande","DrKumarVishwas",1
"2000","ModiBharosa167","mauhakamrana","ModiBharosa",1
"12989","URautelaForever155","maulik699","URautelaForever",1
"1983","ModiBharosa150","maulikm79","ModiBharosa",1
"525","gauravcsawant222","maulikpatel_mb","gauravcsawant",1
"6497","ippatel25","maulikpatel_mb","ippatel",1
"4730","steve_hanke131","mauricio_agg","steve_hanke",1
"508","gauravcsawant205","maverickkhush","gauravcsawant",1
"14804","priyaakulkarni24","maverickkhush","priyaakulkarni2",1
"14373","5Forty323","mavericklg","5Forty3",1
"10561","DipendraDipzo12","mavericklg","DipendraDipzo",1
"3031","myvotetoday10","mavericklg","myvotetoday",1
"1228","Dipankar_cpiml28","maverickvik_lfc","Dipankar_cpiml",1
"19516","attomeybharti58","maverikbrowbeat","attomeybharti",1
"969","Joydas19","mavesan5","Joydas",1
"17105","Sri_Sri2002","max4974","Sri_Sri2002",0
"18117","_luxsplendor","max70391931","_luxsplendor",0
"17064","Timcast105","maximusbenjamus","Timcast",1
"14640","GreatGameIndia6","maximusdecimas","GreatGameIndia",1
"243","rssurjewala241","maxmelbin","rssurjewala",1
"4619","steve_hanke20","maxmelbin","steve_hanke",1
"1529","DrGPradhan61","maxxhoster","DrGPradhan",1
"3402","AmitDhiman_1","mayank143d","AmitDhiman_",1
"13484","URautelaForever650","mayank9393","URautelaForever",1
"19731","PiyushGoyalOffc54","mayankagarwalb","PiyushGoyalOffc",1
"14300","rahulroushan221","mayankbhambhu","rahulroushan",1
"14864","priyaakulkarni264","mayankforbjp","priyaakulkarni2",1
"1550","ghostbustor","mayankjain100","ghostbustor",0
"11543","jaganniwas","mayankjain100","jaganniwas",-1
"12987","URautelaForever153","mayanklav007","URautelaForever",1
"2142","ModiBharosa309","mayankp98617867","ModiBharosa",1
"10803","AdityaNair2025","mayanktiwari011","AdityaNair20",1
"13887","URautelaForever1053","mayanku9","URautelaForever",1
"13370","URautelaForever536","mayekar_mrudul","URautelaForever",1
"3506","RoflGandhi_21","maytas_satyam","RoflGandhi_",1
"15386","AskAnshul4","maytkt","AskAnshul",1
"1425","kapil_kausik8","maytkt","kapil_kausik",1
"8413","FrustIndian","mayuranit","FrustIndian",1
"1582","kanimozhi18","mayuranit","kanimozhi",1
"16171","mahcongress43","mayurimpccsm","mahcongress",1
"4896","sambitswaraj7","mayurkbarai5","sambitswaraj",1
"1589","kanimozhi25","mayurkotiya","kanimozhi",1
"10431","ashishchaniara","MayurP2024","ashishchaniara",0
"5808","anilkohli547","mayurpatel1661","anilkohli54",1
"5743","JaiPoswal19959","mayurpatel1661","JaiPoswal1995",1
"13476","URautelaForever642","mayursonne95","URautelaForever",1
"3928","DrKumarVishwas257","mazharyaqueen","DrKumarVishwas",1
"2554","embracetheart2","MBQasmi","embracetheart",1
"9806","sofiyagood","mcapitalheight","sofiyagood",-1
"9731","tipslivestock","mcapitalheight","tipslivestock",-1
"19342","PMonkeyHumanist1","mcheilen","PMonkeyHumanist",1
"209","rssurjewala207","mdbaid","rssurjewala",1
"3919","DrKumarVishwas248","mdfaisaliqbal","DrKumarVishwas",1
"3498","RoflGandhi_13","mdfaisaliqbal","RoflGandhi_",1
"13342","URautelaForever508","mdhamidobaid2","URautelaForever",1
"1354","Hemant_8026","mdimran2221992","Hemant_80",1
"4036","dgiannakopoulos","MDiplomacyWORLD","dgiannakopoulos",-1
"4035","mdtravelmag","MDiplomacyWORLD","mdtravelmag",-1
"4031","presscode","MDiplomacyWORLD","presscode",-1
"13632","URautelaForever798","mdirfanmustafa_","URautelaForever",1
"2430","ashu3page56","mdisrafil095","ashu3page",1
"3794","DrKumarVishwas123","mdjafarkhan","DrKumarVishwas",1
"13378","URautelaForever544","mdnazarashrafkk","URautelaForever",1
"15827","HumorMinistry7","mdsahirmirza1","HumorMinistry",1
"4983","ShirishKunder29","mdsaif_alikhan","ShirishKunder",1
"3740","DrKumarVishwas69","mdsaif11saif","DrKumarVishwas",1
"3855","DrKumarVishwas184","mdsajidtweets","DrKumarVishwas",1
"218","rssurjewala216","mdshamshads57","rssurjewala",1
"3671","DrKumarVishwas","mdshuaib7","DrKumarVishwas",1
"1328","Hemant_80","mdshuaib7","Hemant_80",1
"1248","roshankar2","mdshuaib7","roshankar",1
"3730","DrKumarVishwas59","mdtabishnasim","DrKumarVishwas",1
"14761","inNatGeo6","mdtauqueeralam3","inNatGeo",1
"4033","MDiplomacyWORLD1","mdtravelmag","MDiplomacyWORLD",1
"16803","aaanupriyaaa10","me_arpank","aaanupriyaaa",1
"14013","URautelaForever1179","me_ashhh_","URautelaForever",1
"12916","URautelaForever82","me_kunalmahajan","URautelaForever",1
"6940","MIB_India5","me_nabhoj","MIB_India",1
"2827","PIB_India12","me_nabhoj","PIB_India",1
"1720","harshkkapoor15","me_sourish","harshkkapoor",1
"854","Joydeep_9119","me_sourish","Joydeep_911",1
"1789","Punitspeaks20","me_sourish","Punitspeaks",1
"5936","vaishaliishere6","meblack_sheep","vaishaliishere",1
"15497","AskAnshul115","mechyyogi","AskAnshul",1
"2109","ModiBharosa276","medha_gupta01","ModiBharosa",1
"19545","attomeybharti87","medhparth","attomeybharti",1
"19088","sudhiirkrishnan","medianama","sudhiirkrishnan",0
"13784","URautelaForever950","medicodutta","URautelaForever",1
"16269","Nr_Shiralkar18","meee_vicky","Nr_Shiralkar",1
"6061","ashokpareek2000","Meena_ETVnews","ashokpareek2000",-1
"5564","suri515","Meena_ETVnews","suri515",-1
"17566","AmiteshK013","meena7099","AmiteshK01",1
"19695","PiyushGoyalOffc18","meena7099","PiyushGoyalOffc",1
"14926","KambojMeenakshi11","meenaboy_ashu","KambojMeenakshi",1
"28","rssurjewala26","meenuji2","rssurjewala",1
"3351","aartic0240","meerashah5","aartic02",1
"2043","ModiBharosa210","meet_1229","ModiBharosa",1
"11966","faisalmoney","meet_murtaza","faisalmoney",0
"13241","URautelaForever407","meet_savsani","URautelaForever",1
"13290","URautelaForever456","meet4funn","URautelaForever",1
"14378","5Forty328","meetrosh1","5Forty3",1
